Age,DailyRate,DistanceFromHome,HourlyRate,JobLevel,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyRate,MonthlyIncome,Attrition_Yes,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,Department_Human Resources,Department_Research & Development,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,MaritalStatus_Divorced,MaritalStatus_Married,OverTime_Yes,Education_1,Education_2,Education_3,Education_4,EnvironmentSatisfaction_1,EnvironmentSatisfaction_2,EnvironmentSatisfaction_3,JobInvolvement_1,JobInvolvement_2,JobInvolvement_3,JobSatisfaction_1,JobSatisfaction_2,JobSatisfaction_3,PerformanceRating_3,RelationshipSatisfaction_1,RelationshipSatisfaction_2,RelationshipSatisfaction_3,WorkLifeBalance_1,WorkLifeBalance_2,WorkLifeBalance_3,IsMale
26,933,1,57,2,1,17,1,8,3,8,7,7,7,20156.0,5296.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1.0
42,1332,2,98,2,3,23,0,14,6,1,0,0,0,17078.0,6781.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.0
21,756,1,99,1,1,11,0,3,3,3,2,1,2,9150.0,2174.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0.0
36,845,1,45,2,4,15,0,7,6,1,0,0,0,15276.0,6653.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0
36,541,3,48,3,4,11,1,16,2,13,9,1,12,7246.0,9699.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1.0
57,593,1,88,2,2,11,0,15,2,3,2,1,2,2967.0,6755.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1.0
40,1171,10,46,1,3,13,1,10,3,7,7,1,7,22495.0,2213.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0.0
21,895,9,39,1,1,24,0,3,3,3,2,2,2,2851.0,2610.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.0
33,350,5,34,1,1,13,0,1,2,1,0,0,0,9150.0,2851.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0.0
37,921,10,98,1,6,20,1,17,3,5,4,0,3,17663.0,3452.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0.0
46,1144,7,30,2,2,14,0,7,2,1,0,0,0,16044.0,5258.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0.0
41,143,4,56,2,1,18,0,8,5,8,7,7,7,9558.0,9355.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1.0
50,1046,10,100,3,6,15,0,20,2,4,3,1,3,2755.0,10496.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.0
40,575,22,68,2,2,12,2,8,6,6,4,1,0,6110.0,6380.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1.0
31,408,9,42,1,0,16,0,3,5,2,2,2,2,7551.0,2657.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1.0
21,156,12,90,1,1,15,0,1,0,1,0,0,0,25422.0,2716.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0
29,1283,23,54,1,9,16,0,6,4,3,2,1,2,18168.0,2201.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.0
35,755,9,97,2,9,19,0,10,5,1,1,0,0,19394.0,6540.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1.0
27,1469,1,82,1,1,11,1,5,2,5,2,0,4,17881.0,3816.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1.0
28,304,9,92,2,1,16,0,7,1,7,5,0,7,20750.0,5253.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.0
49,1261,7,31,3,8,24,0,26,2,5,2,0,0,12066.0,10965.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.0
51,1178,14,87,2,4,11,1,18,2,7,7,0,7,14862.0,4936.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0.0
36,329,2,96,1,4,13,1,6,3,2,2,2,2,11868.0,2543.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0.0
34,1362,19,67,2,8,13,0,9,3,5,2,0,4,4652.0,5304.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1.0
55,1311,2,97,4,2,13,0,30,2,5,4,1,2,23258.0,16659.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0
24,1371,10,77,2,1,12,1,5,2,5,2,0,3,5915.0,4260.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.0
30,202,2,72,1,1,18,1,1,3,1,0,0,0,17434.0,2476.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1.0
26,575,3,73,1,0,22,0,7,2,6,4,0,4,6582.0,3102.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1.0
22,253,11,43,1,1,13,1,2,1,2,1,1,2,24440.0,2244.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.0
36,164,2,61,3,1,13,2,10,2,10,9,9,0,3809.0,7596.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1.0
30,464,4,40,1,9,23,0,3,4,1,0,0,0,3427.0,2285.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1.0
37,1107,14,95,1,1,12,1,18,2,18,7,12,17,26914.0,3034.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0.0
40,759,2,46,2,7,12,2,8,5,5,4,1,3,22553.0,5715.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0.0
42,201,1,95,1,3,16,1,8,5,5,2,1,2,20490.0,2576.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0.0
37,1305,10,49,2,2,12,0,18,2,1,0,0,1,21123.0,4197.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1.0
43,982,12,59,4,1,11,1,25,3,25,10,3,9,4345.0,14336.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1.0
40,555,2,78,2,6,22,1,20,3,1,0,0,0,13436.0,3448.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0.0
54,821,5,86,5,4,11,1,24,4,4,2,1,2,8509.0,19406.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1.0
34,1381,4,72,2,9,15,1,6,3,3,2,1,2,12740.0,6538.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0.0
31,480,7,31,2,1,12,1,13,5,13,10,3,12,4156.0,4306.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0.0
43,313,21,61,1,7,20,1,8,1,3,2,1,2,15238.0,2258.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1.0
43,1473,8,74,2,4,14,0,8,3,5,2,0,2,2227.0,4522.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0.0
25,891,4,99,2,1,11,0,5,3,5,4,1,3,12090.0,4487.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.0
37,1063,25,72,2,3,15,2,15,2,13,11,10,7,23866.0,4449.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0.0
31,329,1,98,1,1,12,1,4,3,4,2,3,2,16193.0,2218.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1.0
39,1218,1,52,5,1,14,1,21,3,21,8,1,6,8213.0,19197.0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1.0
56,906,6,86,4,9,11,3,36,0,7,7,7,7,18256.0,13212.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0
30,1082,12,83,2,0,11,0,6,6,5,4,4,4,19558.0,6577.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0.0
41,645,1,49,3,1,16,1,10,2,10,7,0,7,19566.0,8392.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1.0
28,1300,17,79,2,1,12,1,10,2,10,0,1,8,13535.0,4558.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1.0
25,688,3,91,1,5,13,1,6,5,2,2,0,2,9396.0,4031.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1.0
52,319,3,39,3,2,14,0,28,4,5,4,0,4,19609.0,7969.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1.0
45,192,10,69,1,3,21,2,8,3,2,2,0,2,9655.0,2654.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0
52,1490,4,30,4,2,13,0,31,2,5,2,1,4,10310.0,16555.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0
42,532,29,92,2,2,11,1,19,3,5,4,0,2,12932.0,4556.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0.0
30,317,2,43,2,2,20,0,11,2,5,4,0,2,24793.0,6091.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0
60,422,7,41,5,5,11,0,33,5,29,8,11,10,3854.0,19566.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.0
46,1485,18,87,2,2,14,1,19,5,10,7,0,8,26314.0,4810.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0.0
42,1368,28,88,2,0,11,3,7,4,6,5,0,4,4386.0,4523.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0
24,1448,1,62,1,1,16,0,6,4,5,3,1,4,21972.0,3202.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0.0
34,296,6,33,1,0,16,1,3,3,2,2,1,0,12253.0,2351.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0.0
38,1490,2,42,1,1,23,1,1,3,1,0,0,0,12106.0,1702.0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1.0
40,1398,2,79,5,0,14,0,21,2,20,15,1,12,13022.0,18041.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0.0
26,1349,23,90,1,1,22,2,3,3,3,2,0,2,3032.0,2886.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0
30,1400,3,53,1,4,15,1,9,3,5,3,1,4,16734.0,2097.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1.0
29,986,3,93,3,1,18,0,10,2,10,2,0,7,21526.0,11935.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1.0
29,408,25,71,1,5,16,0,6,2,2,2,1,1,18300.0,2546.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0.0
30,1398,22,69,3,0,11,0,10,3,9,8,7,8,2890.0,8412.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0.0
57,210,29,56,4,3,12,1,32,3,1,0,0,0,22102.0,14118.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1.0
50,1099,29,88,4,0,15,1,28,2,27,10,15,7,9314.0,17046.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1.0
30,1116,2,49,1,0,14,0,12,2,11,7,6,7,7181.0,2564.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0.0
60,1499,28,80,3,4,19,0,22,5,18,13,13,11,2845.0,10266.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0.0
47,983,2,65,2,5,13,3,20,2,5,0,0,4,7389.0,5070.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0
46,1009,2,51,4,6,13,0,26,2,3,2,0,1,2288.0,17861.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1.0
35,144,22,46,1,0,15,0,6,2,5,4,4,3,19225.0,4230.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1.0
54,548,8,42,2,7,11,0,19,3,1,0,0,0,23428.0,3780.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0.0
34,1303,2,62,1,3,12,1,14,3,7,3,5,7,8416.0,2768.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1.0
46,1125,10,94,3,2,19,1,15,3,3,2,1,2,11563.0,9071.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.0
31,1274,9,33,3,1,25,1,13,6,13,8,0,8,14394.0,10648.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0
33,1277,15,56,3,7,12,0,15,2,7,6,7,7,24619.0,13610.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1.0
33,587,10,38,1,7,13,3,8,2,4,3,1,3,6705.0,3408.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1.0
30,413,7,57,1,0,14,0,4,3,3,2,1,2,18398.0,2983.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1.0
35,1276,16,72,3,4,12,0,10,2,8,7,0,0,14295.0,7632.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1.0
31,534,20,66,3,3,12,0,12,2,1,0,0,0,22908.0,9824.0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1.0
34,988,23,43,3,9,15,3,11,2,3,2,0,2,11533.0,9950.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0.0
42,1474,5,97,1,4,17,1,8,4,2,2,2,0,9260.0,2093.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1.0
36,635,10,32,3,1,14,0,10,3,10,3,9,7,15318.0,9980.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0
22,1368,4,99,1,5,16,0,4,3,2,2,1,2,9129.0,3894.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1.0
48,163,2,37,2,2,14,1,14,2,9,7,6,7,19658.0,4051.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0
55,1117,18,83,4,3,23,0,37,2,10,9,7,7,9873.0,16835.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.0
41,267,10,56,2,7,14,0,16,3,14,3,1,10,13430.0,6230.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.0
35,619,1,85,2,9,11,0,15,2,11,9,6,9,18659.0,4717.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1.0
40,302,6,75,4,7,15,0,22,3,20,6,5,13,20364.0,13237.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0.0
39,443,8,48,1,1,11,1,8,3,8,3,0,7,17872.0,3755.0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0.0
31,828,2,77,2,4,13,0,10,2,6,5,0,5,8346.0,6582.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1.0
42,319,24,56,3,1,21,1,10,5,10,9,5,8,6950.0,7406.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1.0
45,561,2,61,2,0,19,1,9,3,8,7,3,7,16177.0,4805.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1.0
26,426,17,58,1,0,11,1,8,2,7,7,1,0,22808.0,2741.0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0.0
29,232,19,34,2,4,12,2,8,2,3,2,1,2,22645.0,4262.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1.0
33,922,1,95,4,4,19,1,10,2,6,1,0,5,22578.0,16184.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0.0
31,688,7,44,3,9,21,1,10,3,5,4,0,1,25291.0,11557.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1.0
18,1306,5,69,1,1,14,0,0,3,0,0,0,0,8059.0,1878.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1.0
40,1094,28,58,3,3,15,1,20,2,1,0,0,1,11373.0,10932.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1.0
41,509,2,62,2,2,17,0,10,3,8,7,0,7,2112.0,6811.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0.0
26,775,29,45,2,5,12,2,8,5,0,0,0,0,4267.0,4306.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1.0
35,195,1,80,2,1,16,0,5,3,5,4,0,3,6698.0,4859.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.0
34,258,21,74,2,1,12,0,10,3,10,7,5,7,19921.0,5337.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0
